Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,Mulheres,Homens,Responsavel
251370310000010,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,145,551,3.8,4.52,488.93,120700.61,545.35,103731.3,275.71,111971.78,466.51,100405.3,NA,16,24,16,14,7,8,10,1,0,0,0,0,0,15,11,5,1,0,0,10,7,15,7,1,5,5,8,2,3,1,0,0,2,0,1,0,0,0,67,128,Homens
251370310000011,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,172,662,3.85,3.49,460.13,135812.78,573.49,104029.67,255.73,128427.37,545.48,115838.16,NA,21,31,30,19,14,11,5,1,1,0,0,0,0,20,15,7,0,2,0,14,5,8,4,3,2,5,11,3,2,1,0,0,3,1,1,1,0,0,64,177,Homens
251370310000012,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,186,702,3.77,3.72,431.58,126219.75,489.48,114743.51,246.62,98362.1,429.42,92752.21,NA,25,33,36,19,7,13,9,0,0,0,0,0,0,25,16,7,3,0,0,9,10,10,4,2,4,5,5,5,1,1,0,0,4,1,0,1,0,0,62,193,Homens
251370310000013,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,177,661,3.73,4.37,428.11,52959.79,488.87,30627.01,220.16,68821.58,465.29,31232.8,NA,23,33,27,14,11,9,11,0,1,1,0,0,0,23,17,8,1,0,0,10,10,12,5,1,6,5,9,2,1,0,0,0,1,2,0,0,0,0,64,179,Homens
251370310000014,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,167,634,3.8,3.77,453.48,76365.72,525.91,50289.94,225.27,79334.6,435.24,61826.69,NA,13,22,31,29,10,8,17,1,0,0,0,0,0,12,7,4,7,0,1,8,7,7,3,1,5,6,7,2,0,1,0,0,1,0,1,0,0,0,49,162,Homens
251370310000015,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,181,629,3.48,3.01,390.19,304378.43,692.4,331135.02,192.32,153317.97,618.35,229993.13,NA,14,28,31,11,5,6,12,2,0,0,0,0,0,12,9,6,3,0,0,20,13,11,12,3,5,10,15,5,2,1,0,0,5,1,0,0,0,0,103,139,Homens
251370310000016,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,163,596,3.66,2.44,514.17,128949.87,594.4,101187.07,261.6,121101.72,564.9,90022.01,NA,22,32,41,17,9,3,6,0,0,0,0,0,0,22,16,6,0,0,0,9,8,3,5,3,3,2,6,3,1,0,0,0,3,0,0,0,0,0,46,174,Homens
251370310000017,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,161,584,3.63,3.27,304.18,81414.22,484.88,41768.03,205.87,74540.38,467.7,46742.51,NA,18,28,17,9,9,4,9,1,0,0,0,0,0,17,8,6,2,0,0,16,10,15,12,6,4,4,16,6,2,0,0,0,0,0,0,0,0,0,91,128,Homens
251370310000018,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,180,661,3.67,3.24,263.69,80283.82,527.39,20837.61,134.72,56395.88,486.53,32331.7,NA,14,35,32,17,7,12,14,0,2,0,0,0,1,14,13,6,1,0,0,12,11,10,6,3,2,5,6,4,1,0,0,0,6,1,1,0,1,0,69,168,Homens
251370310000019,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,193,785,4.07,4.24,312.5,77005.56,506.82,25973.49,174.66,62161.99,465.26,30245.7,NA,19,37,36,23,8,15,12,3,0,0,0,0,0,16,14,6,1,1,0,8,11,3,6,5,9,1,7,4,0,0,0,0,1,1,0,0,0,1,57,191,Homens
251370310000020,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,146,581,3.98,2.85,427.75,165087.07,503.65,156081.58,251.31,104262.97,416.94,103920.08,NA,9,19,13,20,9,11,6,1,0,0,1,0,0,8,3,3,3,0,0,10,16,17,5,5,3,3,10,9,2,0,1,0,0,3,0,0,0,0,84,106,Homens
